|0000|LECD|01012017|31122017|nexthinking|17566843000152|sp|n|n|n|0|0||0|0||N|N|
Compra 4210 VENDA DE PECAS/ACES./SERVICO de PRO AUTO VEICULOS E PECAS EIRELI|10112015|custo|Fornecedores|705.0
